,line,content
2769,2769,                                     EDWARD
2770,2770,                         I have ordered conscriptions...
2771,2771,               A messenger enters and hands the prince a message. Edward 
2772,2772,               reads it and nearly loses his balance.
2773,2773,                                     EDWARD
2774,2774,                         Wallace has sacked York!
2775,2775,                                     LONGSHANKS
2776,2776,                         Impossible.
2777,2777,                              (to messenger)
2778,2778,                         How dare you bring a panicky lie.
2779,2779,               The messenger has also brought a basket. He approaches the 
2780,2780,"               central table with great dread and places the basket on it, "
2781,2781,               uncovering its contents. Prince Edward is closest; he looks 
2782,2782,"               in, then staggers back, stunned. Longshanks moves to the "
2783,2783,"               sack coldly, looks in, and withdraws the severed head of his "
2784,2784,"               nephew, York's (former) Governor."
2785,2785,                                     PHILLIP
2786,2786,                         Sire! Thy own nephew! What beast 
2787,2787,                         could do such a thing?!
2788,2788,"               The king drops the head back into the sack, unmoved."
2789,2789,                                     LONGSHANKS
2790,2790,"                         If he can sack York, he can invade "
2791,2791,                         lower England.
2792,2792,                                     PHILLIP
2793,2793,                         We would stop him!
2794,2794,                                     LONGSHANKS
2795,2795,"                         Edward, who is this shitpoker who "
